N 종목명    현재가    전일비    등락률    액면가    시가총액   상장주식수  외국인비율  거래량    PER    ROE    
29,두산에너빌리티,"16,750",80,-0.48%,"5,000","106,917","638,308",12.22,"4,967,903",-13.43,-11.70,
30,고려아연,"535,000","7,000",+1.33%,"5,000","106,268","19,863",21.87,"80,236",13.19,9.38,
31,SK텔레콤,"47,650",50,+0.11%,100,"104,274","218,833",43.86,"526,325",11.43,7.97,
32,LG생활건강,"625,000","1,000",+0.16%,"5,000","97,614","15,618",35.46,"109,533",46.81,4.41,
33,HMM,"19,770",60,+0.30%,"5,000","96,683","489,039",10.57,"1,238,906",0.96,64.98,
34,삼성화재,"202,000",500,-0.25%,500,"95,697","47,375",51.78,"49,457",7.98,9.70,
35,하이브,"222,000","5,000",+2.30%,500,"91,805","41,353",16.40,"264,380",175.49,1.87,
36,한화솔루션,"52,700","1,800",+3.54%,"5,000","90,587","171,893",24.44,"4,449,708",28.27,4.21,
37,S-Oil,"80,300",700,+0.88%,"2,500","90,404","112,583",79.71,"224,229",4.45,27.20,
38,크래프톤,"183,000",500,-0.27%,100,"90,104","49,237",30.52,"122,891",17.95,10.29,
39,삼성에스디에스,"116,000",100,-0.09%,500,"89,758","77,378",15.38,"131,435",8.16,14.23,
40,현대중공업,"99,200",700,-0.70%,"5,000","88,063","88,773",6.04,"184,543",-25.01,-6.47,
41,대한항공,"22,700",50,-0.22%,"5,000","83,586","368,221",15.11,"817,982",4.73,21.95,
42,엔씨소프트,"371,500","1,500",+0.41%,500,"81,559","21,954",45.01,"66,395",18.72,13.73,
43,우리금융지주,"11,200",120,-1.06%,"5,000","81,543","728,061",39.98,"2,401,605",2.60,11.51,
44,KT,"30,700",0,0.00%,"5,000","80,161","261,112",40.65,"868,567",6.35,7.99,
45,기업은행,"9,870",60,-0.60%,"5,000","78,706","797,426",13.77,"487,400",2.84,9.85,
46,아모레퍼시픽,"134,000","2,300",-1.69%,500,"78,380","58,493",25.02,"179,016",68.82,2.81,
47,롯데케미칼,"182,900",0,0.00%,"5,000","78,236","42,775",24.05,"79,975",107.02,0.43,
48,메리츠금융지주,"43,050",600,-1.37%,500,"75,012","174,245",13.04,"317,525",5.28,30.32,
49,카카오페이,"54,800",800,-1.44%,500,"73,261","133,688",43.31,"350,554",134.64,3.08,
50,SK아이이테크놀로지,"89,800","2,400",-2.60%,"1,000","64,025","71,298",6.96,"1,539,782",-215.87,-1.35,
51,LG이노텍,"261,000","5,500",+2.15%,"5,000","61,771","23,667",21.28,"192,930",6.30,25.85,
52,넷마블,"71,400",700,-0.97%,100,"61,371","85,954",22.20,"214,489",-7.49,-14.56,
53,한화에어로스페이스,"117,300","6,400",+5.77%,"5,000","59,389","50,630",33.07,"915,282",29.57,6.98,
54,코스모신소재,"193,100",900,+0.47%,"1,000","59,187","30,651",7.61,"1,371,812",211.96,12.13,
55,KODEX 200,"33,140",315,+0.96%,0,"58,840","177,550",3.77,"3,294,705",N/A,N/A,
56,현대글로비스,"156,200",400,-0.26%,500,"58,575","37,500",46.64,"55,170",4.92,18.78,
57,삼성엔지니어링,"29,300",400,-1.35%,"5,000","57,428","196,000",46.07,"1,044,406",8.64,28.32,
58,LG디스플레이,"15,580",130,-0.83%,"5,000","55,748","357,816",19.88,"1,051,078",-1.82,-26.71,
59,SK바이오사이언스,"72,500","1,400",-1.89%,500,"55,668","76,784",4.24,"369,456",45.43,N/A,
60,SK스퀘어,"38,900",300,-0.77%,100,"55,031","141,468",42.35,"377,909",21.19,1.55,
61,한국조선해양,"76,500",700,-0.91%,"5,000","54,141","70,773",20.41,"213,176",-24.96,-2.22,
62,오리온,"132,800","3,400",-2.50%,500,"52,504","39,536",41.16,"94,393",13.38,16.47,
63,F&F,"136,700",400,-0.29%,100,"52,366","38,307",12.53,"98,094",11.85,60.40,
64,금양,"89,500","4,600",+5.42%,500,"51,955","58,050",5.74,"3,579,215",-163.02,-24.34,
65,DB손해보험,"71,100","1,600",+2.30%,500,"50,339","70,800",44.06,"101,664",5.12,16.45,
66,맥쿼리인프라,"12,340",50,-0.40%,0,"49,958","404,846",13.72,"660,385",N/A,N/A,
67,SK바이오팜,"63,400",800,+1.28%,500,"49,651","78,313",6.36,"91,308",-35.62,-36.66,
68,한국항공우주,"50,600",200,+0.40%,"5,000","49,322","97,475",26.02,"876,680",41.65,8.78,
69,LG유플러스,"10,970",20,+0.18%,"5,000","47,896","436,611",38.55,"493,742",7.22,8.37,
70,TIGER CD금리투자KIS(합성),"52,175",5,-0.01%,0,"47,686","91,396",0.00,"127,403",N/A,N/A,
71,CJ제일제당,"312,500","3,000",-0.95%,"5,000","47,044","15,054",24.21,"44,043",8.59,9.26,
72,현대제철,"34,500",100,+0.29%,"5,000","46,039","133,446",23.99,"374,870",4.52,5.56,
73,삼성중공업,"5,190",50,-0.95%,"1,000","45,672","880,000",15.29,"3,698,248",-7.37,-16.08,
74,HD현대,"57,000",100,+0.18%,"1,000","45,026","78,993",18.45,"116,456",3.20,20.43,
75,한온시스템,"8,370",60,+0.72%,100,"44,679","533,800",16.26,"595,184",220.26,0.89,
76,유한양행,"55,700","1,900",+3.53%,"1,000","42,688","76,639",19.82,"489,045",45.54,4.86,
77,SKC,"112,000","1,500",-1.32%,"5,000","42,412","37,868",11.24,"541,660",-62.05,-3.67,
78,현대건설,"38,050",550,-1.42%,"5,000","42,371","111,356",24.74,"366,007",10.46,5.49,
79,두산밥캣,"41,950",200,+0.48%,500,"42,055","100,249",34.66,"160,395",6.53,13.78,
80,강원랜드,"19,610",120,-0.61%,500,"41,954","213,940",18.11,"542,745",36.31,3.47,
81,한미약품,"325,000","16,000",+5.18%,"2,500","40,827","12,562",16.39,"152,649",49.31,9.89,
82,한국타이어앤테크놀로지,"32,850",150,-0.45%,500,"40,693","123,875",37.41,"199,861",5.90,8.14,
83,금호석유,"138,200",200,+0.14%,"5,000","40,512","29,314",21.14,"59,711",4.46,19.11,
84,포스코인터내셔널,"22,350","1,000",+4.68%,"5,000","39,319","175,923",6.23,"1,098,551",4.68,15.79,
85,미래에셋증권,"6,370",30,-0.47%,"5,000","38,559","605,316",12.89,"454,646",7.67,6.17,
86,메리츠증권,"6,100",0,0.00%,"1,000","37,517","615,041",14.06,0,5.11,15.26,
87,GS,"39,900",100,+0.25%,"5,000","37,073","92,915",25.06,"97,773",1.76,18.86,
88,코웨이,"49,950",250,-0.50%,500,"36,863","73,800",61.25,"78,036",8.05,21.72,
89,삼성카드,"30,050",300,-0.99%,"5,000","34,816","115,859",6.70,"45,074",5.59,8.08,
90,현대차2우B,"95,500","1,100",+1.17%,"5,000","34,495","36,121",62.56,"33,691",3.59,N/A,
91,DB하이텍,"75,800",200,+0.26%,"5,000","33,654","44,399",24.92,"2,198,981",6.04,40.73,
92,KODEX KOFR금리액티브(합성),"102,635",15,+0.01%,0,"33,410","32,552",0.00,"306,588",N/A,N/A,
93,롯데에너지머티리얼즈,"71,200","1,200",-1.66%,500,"32,831","46,111",8.09,"838,275",74.95,3.58,
94,호텔신라,"81,900",200,-0.24%,"5,000","32,144","39,248",19.15,"177,908",-65.31,-8.99,
95,BGF리테일,"185,400","1,600",+0.87%,"1,000","32,044","17,284",34.19,"24,674",16.56,21.85,
96,아모레G,"38,400",900,-2.29%,500,"31,664","82,458",10.30,"178,433",59.26,1.87,
97,CJ,"107,400",300,+0.28%,"5,000","31,336","29,177",18.74,"100,069",18.96,3.94,
98,코스모화학,"89,400","14,300",+19.04%,"1,000","31,297","35,008",9.98,"6,519,207",266.87,6.13,
99,롯데지주,"29,400",300,-1.01%,200,"30,843","104,909",8.82,"170,813",18.22,2.42,
100,씨에스윈드,"73,000",700,+0.97%,500,"30,785","42,171",11.37,"636,437","-3,173.91",-0.11,
101,현대오토에버,"111,400","1,600",-1.42%,500,"30,550","27,424",3.48,"37,173",26.82,8.00,
102,한미사이언스,"43,600",250,+0.58%,500,"30,501","69,957",0.73,"258,514",44.08,9.78,
103,쌍용C&E,"5,960",120,-1.97%,100,"30,030","503,860",2.66,"711,751",23.46,7.87,
104,한국금융지주,"53,800",200,+0.37%,"5,000","29,981","55,726",38.26,"87,875",5.20,8.45,
105,GS리테일,"28,550",500,-1.72%,"1,000","29,897","104,718",8.98,"167,096",73.96,1.00,
106,팬오션,"5,560",30,+0.54%,"1,000","29,722","534,570",14.60,"1,841,736",4.39,16.74,
107,TIGER 차이나전기차SOLACTIVE,"11,550",220,+1.94%,0,"29,452","255,000",0.53,"5,397,288",N/A,N/A,
108,NH투자증권,"8,850",30,+0.34%,"5,000","29,352","331,666",12.02,"521,562",10.03,4.32,
109,한진칼,"43,300",500,-1.14%,"2,500","28,908","66,762",16.10,"43,885",4.26,33.64,
110,현대해상,"32,150",450,+1.42%,500,"28,742","89,400",37.59,"186,085",5.00,12.44,
111,현대로템,"26,300",250,-0.94%,"5,000","28,704","109,142",9.18,"1,411,094",14.51,14.06,
112,삼성증권,"32,000",100,+0.31%,"5,000","28,576","89,300",28.03,"292,962",6.77,6.88,
113,이마트,"101,000",400,-0.39%,"5,000","28,155","27,876",31.31,"72,426",2.74,9.59,
114,한솔케미칼,"245,500","1,500",-0.61%,"5,000","27,828","11,335",40.15,"104,849",17.94,21.36,
115,한화시스템,"14,440",190,+1.33%,"5,000","27,280","188,919",3.97,"837,504",-35.65,-3.63,
116,현대미포조선,"67,800",800,-1.17%,"5,000","27,081","39,942",19.98,"298,987",-60.75,-2.07,
117,키움증권,"102,800",300,+0.29%,"5,000","26,954","26,220",24.84,"74,659",5.89,11.50,
118,대우조선해양,"24,850",100,-0.40%,"5,000","26,662","107,291",3.56,"308,951",-1.53,-117.79,
119,KODEX 종합채권(AA-이상)액티브,"106,225",305,+0.29%,0,"26,378","24,832",0.01,"42,489",N/A,N/A,
120,한전기술,"68,900",300,-0.43%,200,"26,334","38,220",3.18,"170,435",146.60,3.40,
121,LG화학우,"341,500","20,500",+6.39%,"5,000","26,257","7,689",68.33,"53,278",14.49,N/A,
122,동원산업,"51,300",600,+1.18%,"1,000","25,641","49,983",2.77,"28,064",6.49,8.53,
123,LS,"77,200","1,400",+1.85%,"5,000","24,858","32,200",13.86,"180,336",5.50,12.00,
124,서울가스,"495,000","2,500",-0.50%,"5,000","24,750","5,000",4.92,"9,267",139.99,1.70,
125,OCI,"103,700",600,-0.58%,"5,000","24,732","23,849",17.34,"225,038",2.81,25.21,
126,한국가스공사,"26,450",200,-0.75%,"5,000","24,417","92,313",8.33,"218,637",1.64,15.67,
127,농심,"384,500",500,-0.13%,"5,000","23,388","6,083",16.15,"9,697",20.14,5.17,
128,현대차우,"94,000",400,+0.43%,"5,000","22,666","24,113",59.76,"31,431",3.53,N/A,
129,롯데쇼핑,"79,800",200,-0.25%,"5,000","22,574","28,289",11.62,"47,303",-6.96,-3.30,
130,TIGER 미국나스닥100,"76,805",190,-0.25%,0,"22,396","29,160",0.34,"123,616",N/A,N/A,
131,대성홀딩스,"135,800",300,+0.22%,"1,000","21,849","16,089",6.64,"47,068",603.56,0.76,
132,KODEX 200선물인버스2X,"2,735",45,-1.62%,0,"21,691","793,100",1.39,"120,996,266",N/A,N/A,
133,제일기획,"18,830",130,-0.69%,200,"21,662","115,041",32.23,"356,862",11.18,16.64,
134,KODEX 레버리지,"15,790",275,+1.77%,0,"21,617","136,900",2.51,"21,893,485",N/A,N/A,
135,HL만도,"46,000",250,-0.54%,"1,000","21,600","46,957",22.78,"296,073",21.98,4.78,
136,BNK금융지주,"6,620",60,-0.90%,"5,000","21,577","325,935",35.68,"1,061,732",2.66,8.43,
137,에스디바이오센서,"20,650",900,-4.18%,500,"21,569","104,452",14.97,"351,307",2.34,35.30,
138,휠라홀딩스,"34,450",150,+0.44%,"1,000","20,929","60,752",45.74,"113,369",6.09,19.71,
139,삼천리,"514,000","3,000",-0.58%,"5,000","20,843","4,055",14.92,"21,229",42.31,3.58,
140,신세계,"208,000","1,000",-0.48%,"5,000","20,478","9,845",18.70,"38,998",5.04,10.34,
141,두산퓨얼셀,"31,250",800,-2.50%,100,"20,467","65,494",15.82,"523,330",664.89,0.74,
142,KODEX 200TR,"11,135",90,+0.81%,0,"20,444","183,600",0.03,"548,355",N/A,N/A,
143,TIGER 200,"33,160",295,+0.90%,0,"20,410","61,550",1.07,"1,195,766",N/A,N/A,
144,에스원,"53,500",200,-0.37%,500,"20,330","37,999",54.13,"68,970",13.46,10.19,
145,한화생명,"2,340",20,-0.85%,"5,000","20,324","868,530",7.72,"1,148,476",2.77,9.05,
146,영원무역,"43,950",550,+1.27%,500,"19,475","44,311",30.36,"48,037",2.89,26.80,
147,한미반도체,"19,990",460,-2.25%,100,"19,458","97,339",5.86,"2,344,918",21.40,25.04,
148,KCC,"217,500","2,000",-0.91%,"5,000","19,328","8,886",12.91,"35,439",57.07,0.67,
149,한화,"25,550",100,-0.39%,"5,000","19,152","74,959",17.28,"129,245",1.91,24.47,
150,동서,"18,860",140,-0.74%,500,"18,803","99,700",3.30,"80,669",11.20,11.33,
151,TIGER 미국S&P500,"13,580",20,+0.15%,0,"18,543","136,550",0.57,"665,594",N/A,N/A,
152,효성첨단소재,"413,500","1,500",+0.36%,"5,000","18,525","4,480",7.42,"39,467",14.78,19.11,
153,효성티앤씨,"419,500","6,000",+1.45%,"5,000","18,155","4,328",7.92,"39,804",156.65,0.88,
154,GS건설,"20,850",250,-1.18%,"5,000","17,844","85,581",25.04,"505,838",5.26,7.18,
155,오뚜기,"442,000","5,000",-1.12%,"5,000","17,715","4,008",11.38,"2,846",6.04,16.53,
156,CJ대한통운,"77,000","1,100",-1.41%,"5,000","17,566","22,812",16.21,"36,628",9.67,5.09,
157,대한전선,"1,408",35,-2.43%,100,"17,522","1,244,473",2.75,"10,704,011",78.22,3.32,
158,대우건설,"4,070",55,-1.33%,"5,000","16,916","415,623",11.64,"803,545",3.36,14.55,
159,LS ELECTRIC,"56,200","1,600",+2.93%,"5,000","16,860","30,000",14.04,"114,679",18.67,5.95,
160,JB금융지주,"8,450",240,-2.76%,"5,000","16,645","196,983",33.26,"438,210",2.77,13.76,
161,덴티움,"148,800","6,500",+4.57%,500,"16,470","11,069",24.46,"111,605",19.14,25.86,
162,솔루스첨단소재,"46,700","2,300",-4.69%,100,"16,397","35,111",6.02,"515,497",-180.31,-2.68,
163,KG모빌리티,"8,760",0,0.00%,"5,000","16,377","186,956",24.60,0,-8.18,-12.10,
164,TIGER MSCI Korea TR,"13,980",220,+1.60%,0,"16,357","117,000",0.01,"3,642",N/A,N/A,
165,LX세미콘,"98,400","2,800",-2.77%,500,"16,004","16,264",28.29,"307,529",6.85,26.70,
166,LIG넥스원,"72,600",500,+0.69%,"5,000","15,972","22,000",12.66,"109,086",12.99,14.48,
167,TIGER 미국테크TOP10 INDXX,"11,010",70,-0.63%,0,"15,942","144,800",0.33,"879,708",N/A,N/A,
168,두산,"96,300",300,+0.31%,"5,000","15,912","16,524",7.48,"63,435",-2.96,-36.00,
169,한전KPS,"35,200",250,+0.72%,200,"15,840","45,000",7.32,"148,214",15.81,8.61,
170,하이트진로,"22,150",300,-1.34%,"5,000","15,535","70,134",10.36,"226,229",18.14,7.72,
171,TIGER 미국필라델피아반도체나스닥,"10,860",85,-0.78%,0,"15,530","143,000",0.11,"1,486,398",N/A,N/A,
172,녹십자,"131,700",100,+0.08%,"5,000","15,391","11,687",21.62,"44,727",23.51,5.03,
173,이수화학,"55,000","3,300",+6.38%,"5,000","15,378","27,960",4.72,"3,251,966",55.44,9.41,
174,후성,"16,200",150,+0.93%,500,"15,285","94,352",2.48,"11,580,596",15.47,31.60,
175,KODEX 23-12 은행채(AA+이상)액티브,"10,265",0,0.00%,0,"15,153","147,620",0.00,"20,734",N/A,N/A,
176,현대위아,"55,500",400,-0.72%,"5,000","15,093","27,195",9.66,"144,090",23.08,1.99,
177,롯데정밀화학,"57,700",200,+0.35%,"5,000","14,887","25,800",20.63,"47,178",10.19,6.51,
178,롯데칠성,"159,700","1,500",-0.93%,500,"14,818","9,279",12.14,"15,033",12.50,9.11,
179,현대두산인프라코어,"7,370",60,-0.81%,"1,000","14,575","197,763",12.70,"1,598,342",6.34,15.29,
180,현대엘리베이,"35,550","1,100",+3.19%,"5,000","14,510","40,815",29.67,"742,062",18.52,6.89,
181,에스엘,"30,150",250,-0.82%,500,"14,004","46,449",13.40,"305,381",9.16,9.87,
182,효성,"65,900",0,0.00%,"5,000","13,886","21,071",5.12,"26,071",88.69,0.60,
183,현대일렉트릭,"38,000",200,-0.52%,"5,000","13,698","36,047",15.33,"171,480",8.43,22.13,
184,동원시스템즈,"46,850",300,-0.64%,"5,000","13,582","28,991",13.45,"389,519",19.02,10.40,
185,TIGER 2차전지테마,"33,185","2,125",+6.84%,0,"13,307","40,100",0.91,"7,509,110",N/A,N/A,
186,SK케미칼,"75,600","1,100",-1.43%,"5,000","13,044","17,254",14.75,"58,947",7.76,9.11,
187,KODEX 삼성그룹,"9,330",60,+0.65%,0,"12,978","139,100",0.07,"5,969,749",N/A,N/A,
188,KBSTAR 200,"33,360",305,+0.92%,0,"12,677","38,000",0.04,"684,573",N/A,N/A,
189,대웅제약,"109,100",200,+0.18%,"2,500","12,641","11,587",7.99,"44,478",29.92,7.17,
190,DL이앤씨,"32,250",600,-1.83%,"5,000","12,479","38,694",22.67,"137,646",3.35,9.70,
191,GKL,"20,050",100,-0.50%,500,"12,402","61,856",6.30,"368,489",-54.48,-5.94,
192,아이에스동서,"40,000",900,-2.20%,500,"12,357","30,893",3.30,"392,254",6.32,14.84,
193,KODEX 단기채권PLUS,"106,300",10,+0.01%,0,"12,269","11,542",0.00,"2,477,105",N/A,N/A,
194,현대백화점,"51,800",400,-0.77%,"5,000","12,122","23,402",22.66,"74,092",8.41,3.20,
195,SK네트웍스,"4,830",15,+0.31%,"2,500","11,987","248,188",8.89,"1,196,229",13.88,3.88,
196,코오롱인더,"43,400",150,+0.35%,"5,000","11,943","27,519",18.37,"118,461",7.31,7.13,
197,삼아알미늄,"80,200","8,600",+12.01%,500,"11,799","14,712",37.76,"1,152,267",51.28,13.24,
198,대덕전자,"23,800",650,-2.66%,500,"11,761","49,417",14.75,"643,481",6.67,23.94,
199,KODEX 2차전지산업,"30,520","1,320",+4.52%,0,"11,689","38,300",0.78,"4,943,862",N/A,N/A,
200,제주항공,"15,080",40,+0.27%,"1,000","11,611","76,994",3.64,"252,526",-5.36,-70.86,
